Indicator,MoA Type ,MoA,Drug,Title,URL,Author,PMID,Abstract,Date
Narcolepsy,Inhibitor,The mechanism of action of the drug Solriamfetol is a dopamine and norepinephrine reuptake inhibitor. No specific receptor subtype is mentioned in the article.,solriamfetol,Effects of solriamfetol on on-the-road driving in participants with narcolepsy: A randomised crossover trial.,https://pubmed.ncbi.nlm.nih.gov/36420633/,"Vinckenbosch F, Lammers GJ, Overeem S, Chen D, Wang G, Carter LP, Zhou K, Ramaekers JG, Vermeeren A.",36420633,"To evaluate the impact of solriamfetol, a dopamine and norepinephrine reuptake inhibitor, on on-the-road driving performance in participants with narcolepsy.
In this randomised, double-blind, placebo-controlled, crossover study, driving performance during a 1 h on-road driving test was assessed at 2 and 6 h post-dose following 7 days of treatment with solriamfetol (150 mg/day for 3 days, followed by 300 mg/day for 4 days) or placebo. The primary endpoint was standard deviation of lateral position (SDLP) at 2 h post-dose.
The study included 24 participants (54% male; mean age, 40 years); 22 had evaluable SDLP data. At 2 h post-dose, median SDLP was significantly lower (improved) with solriamfetol compared with placebo (19.08 vs. 20.46 cm [median difference, -1.9 cm], p = 0.002). Four participants on solriamfetol and 7 on placebo had incomplete driving tests. At 6 h post-dose, median SDLP was not statistically significantly different with solriamfetol compared with placebo (19.59 vs. 19.78 cm [median difference, -1.1 cm], p = 0.125). Three participants on solriamfetol and 10 on placebo had incomplete driving tests. Common adverse events (≥5%) included headache, decreased appetite, and somnolence.
Solriamfetol 300 mg/day improved on-the-road driving performance, at 2 h post-administration in participants with narcolepsy.Adult Automobile Driving* Carbamates / adverse effects Cross-Over Studies Double-Blind Method Female Humans Male Narcolepsy* / drug therapy Phenylalanine / therapeutic use",2023 Jan
Narcolepsy,Inhibitor,The mechanism of action is: selective serotonin re-uptake inhibition. The target of the chemical reaction is: serotonin. The receptor subtype(s) are not mentioned in the abstract.,femoxetine,The treatment of accessory symptoms in narcolepsy: a double-blind cross-over study of a selective serotonin re-uptake inhibitor (femoxetine) versus placebo.,https://pubmed.ncbi.nlm.nih.gov/3544654/,"Schrader H, Kayed K, Bendixen Markset AC, Treidene HE.",3544654,"A randomized, double-blind cross-over trial was carried out in 10 patients with narcolepsy to evaluate the effect of 600 mg femoxetine versus placebo. In comparison to placebo, femoxetine treatment resulted in a significant decrease in both the number and severity score of cataplectic attacks per day. There were also significantly fewer attacks of sleep paralysis, whilst the effects on nightmare and hypnogenic hallucinations were minor. The frequency of sleep attacks decreased slightly during femoxetine treatment, but the overall estimated sleep time during the day and excessive daytime sleepiness remained un-affected. An ambulatory sleep recording for 48 h one week after the start of the femoxetine and placebo period showed that femoxetine treatment resulted in a significant decrease in the total time spent in REM sleep. The side-effects of femoxetine were restricted to transient nausea in 2 patients. It is concluded that femoxetine or other selective serotonin reuptake inhibitors may be a useful alternative for narcoleptic patients who experience troublesome side-effects with tricyclic antidepressants.Adult Aged Clinical Trials as Topic Double-Blind Method Female Humans Male Middle Aged Narcolepsy / drug therapy* Narcolepsy / physiopathology Nausea / chemically induced Piperidines / adverse effects Piperidines / pharmacology Piperidines / therapeutic use* Sleep Stages / drug effects",1986 Oct
Narcolepsy,Inhibitor,The mechanism of action of solriamfetol is a dopamine/norepinephrine reuptake inhibitor. There is no mention of specific receptor subtypes being evaluated in the article.,solriamfetol,"Measures of functional outcomes, work productivity, and quality of life from a randomized, phase 3 study of solriamfetol in participants with narcolepsy.",https://pubmed.ncbi.nlm.nih.gov/31926465/,"Emsellem HA, Thorpy MJ, Lammers GJ, Shapiro CM, Mayer G, Plazzi G, Chen D, Carter LP, Villa KF, Lee L, Menno D, Black J, Dauvilliers Y.",31926465,"Solriamfetol (formerly JZP-110), a dopamine/norepinephrine reuptake inhibitor, is approved in the US to improve wakefulness in adults with excessive daytime sleepiness associated with narcolepsy (75-150 mg/d) or obstructive sleep apnea (37.5-150 mg/d). In a randomized, double-blind, placebo-controlled trial in participants with narcolepsy, effects of solriamfetol on functional status, health-related quality of life (HRQoL), and work productivity were evaluated.
Participants with narcolepsy (N = 239) were randomized to solriamfetol 75, 150, or 300 mg, or placebo for 12 weeks. Outcome measures included the Functional Outcomes of Sleep Questionnaire short version (FOSQ-10), 36-Item Short Form Health Survey version 2 (SF-36v2), and Work Productivity and Activity Impairment questionnaire for Specific Health Problem (WPAI:SHP). A mixed-effects model with repeated measures was used for comparisons vs placebo.
At week 12, solriamfetol increased FOSQ-10 total score, with greatest mean difference from placebo (95% CI) at 300 mg (1.45 [0.31, 2.59]). On SF-36v2, improvements vs placebo were observed in physical component summary scores (300 mg: 2.22 [0.04, 4.41]) and subscales of role physical, general health, and vitality. On WPAI:SHP, solriamfetol 150 mg reduced overall work impairment vs placebo (-15.5 [-29.52, -1.47]), and 150 and 300 mg reduced activity impairment vs placebo (-10.05 [-19.48, -0.62] and -13.49 [-23.19, -3.78], respectively). Most treatment-emergent adverse events (TEAEs) were mild or moderate in severity. Common TEAEs were headache, nausea, decreased appetite, nasopharyngitis, dry mouth, and anxiety.
Solriamfetol improved measures of functional status, HRQoL, and work productivity, particularly at the 150- and 300-mg doses. Most TEAEs were mild to moderate.
ClinicalTrials.gov identifier NCT02348593, EudraCT number 2014-005487-15.Adult Carbamates / therapeutic use* Disorders of Excessive Somnolence Double-Blind Method Efficiency* Female Humans Male Narcolepsy / complications Narcolepsy / drug therapy* Phenylalanine / analogs & derivatives* Phenylalanine / therapeutic use Physical Functional Performance* Quality of Life* Surveys and Questionnaires Wakefulness / drug effects*",2020 Mar
Narcolepsy,Inhibitor,The mechanism of action is a dopamine/norepinephrine reuptake inhibitor. There are no specific receptor subtypes mentioned in the article.,solriamfetol,Solriamfetol for the Treatment of Excessive Daytime Sleepiness in Participants with Narcolepsy with and without Cataplexy: Subgroup Analysis of Efficacy and Safety Data by Cataplexy Status in a Randomized Controlled Trial.,https://pubmed.ncbi.nlm.nih.gov/32588401/,"Dauvilliers Y, Shapiro C, Mayer G, Lammers GJ, Emsellem H, Plazzi G, Chen D, Carter LP, Lee L, Black J, Thorpy MJ.",32588401,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, improved wakefulness and reduced excessive daytime sleepiness (EDS) in studies of participants with narcolepsy with and without cataplexy.
Prespecified subgroup analyses of data from a 12-week randomized, double-blind, placebo-controlled, phase III trial of solriamfetol for EDS in narcolepsy evaluated the efficacy and safety of solriamfetol by cataplexy status.
Participants with narcolepsy received solriamfetol (75, 150, or 300 mg/day) or placebo and were stratified by cataplexy status. Coprimary endpoints were change from baseline on Maintenance of Wakefulness Test (MWT) and Epworth Sleepiness Scale (ESS); Patient Global Impression of Change (PGI-C) was the key secondary endpoint. Change in frequency of cataplexy attacks was evaluated in participants reporting cataplexy at baseline. Safety was evaluated. No adjustments were made for multiple comparisons; therefore p values are nominal.
There were 117 participants in the cataplexy subgroup and 114 in the non-cataplexy subgroup. At week 12, least-squares (LS) mean (95% confidence interval [CI]) differences from placebo on change from baseline in MWT for solriamfetol 75, 150, and 300 mg in the cataplexy subgroup were 1.6 (- 3.6 to 6.9), 6.1 (0.7-11.4), and 8.9 (3.5-14.2) minutes, respectively (p < 0.05; 150 and 300 mg), and in the non-cataplexy subgroup were 3.4 (- 1.9 to 8.7), 9.1 (3.8-14.3), and 11.2 (5.8-16.6) minutes, respectively (p < 0.001; 150 and 300 mg). At week 12, LS mean (95% CI) differences from placebo on ESS change from baseline for solriamfetol 75, 150, and 300 mg in the cataplexy subgroup were - 1.3 (- 3.9 to 1.3), - 3.7 (- 6.4 to - 1.1), and - 4.5 (- 7.1 to - 1.9), respectively (p < 0.01; 150 and 300 mg), and in the non-cataplexy subgroup were - 3.0 (- 5.6 to - 0.4), - 3.7 (- 6.3 to - 1.2), and - 4.9 (- 7.6 to - 2.2), respectively (p < 0.05; all doses). For PGI-C at week 12, the mean percentage difference from placebo (95% CI) for solriamfetol 75, 150, and 300 mg in the cataplexy subgroup was 10% (- 15 to 35), 33% (9-57), and 39% (16-61), respectively (p < 0.05; 150 and 300 mg), and in the non-cataplexy subgroup was 48% (25-70), 44% (21-67), and 52% (30-73), respectively (p < 0.001; all doses), with somewhat differential treatment effects for 75 mg by cataplexy status. No changes in the number of cataplexy attacks were observed for solriamfetol compared with placebo (mean ± standard deviation changes: - 3.6 ± 13.3 [combined solriamfetol] and - 3.5 ± 9.8 [placebo]). Common adverse events (headache, nausea, decreased appetite, and nasopharyngitis) were similar between cataplexy subgroups.
These data strongly indicate that solriamfetol was effective in treating EDS in participants with narcolepsy with or without cataplexy, as indicated by robust effects on MWT, ESS, and PGI-C. The safety profile was similar regardless of cataplexy status.
ClinicalTrials.gov NCT02348593. 28 January 2015.Adult Carbamates / therapeutic use* Cataplexy / drug therapy* Disorders of Excessive Somnolence / drug therapy* Double-Blind Method Female Humans Male Narcolepsy / drug therapy* Phenylalanine / analogs & derivatives* Phenylalanine / therapeutic use Treatment Outcome Wakefulness / drug effects",2020 Jul
Narcolepsy,Inhibitor,The mechanism of action of solriamfetol is as a dopamine/norepinephrine reuptake inhibitor. It does not have a specific receptor subtype that it targets.,solriamfetol,Effects of solriamfetol in a long-term trial of participants with obstructive sleep apnea who are adherent or nonadherent to airway therapy.,https://pubmed.ncbi.nlm.nih.gov/33179591/,"Schweitzer PK, Strohl KP, Mayer G, Rosenberg R, Chandler P, Baladi M, Lee L, Malhotra A.",33179591,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union to treat excessive daytime sleepiness in patients with obstructive sleep apnea (OSA) (37.5-150 mg/day) and narcolepsy (75-150 mg/day). This analysis evaluated solriamfetol's efficacy in subgroups of participants with OSA who were adherent or nonadherent to primary OSA therapy at baseline and examined whether solriamfetol affected the use of primary therapy in an open-label extension trial.
Participants with OSA who completed prior solriamfetol studies received solriamfetol 75, 150, or 300 mg/day for ≤ 52 weeks. The main efficacy outcome was the Epworth Sleepiness Scale score. Primary therapy use was summarized as the percentage of nights, the number of hours/night, and the percentage of nights with use ≥ 50%/night (%). Efficacy and primary therapy use are reported for participants who directly enrolled from a previous 12-week study and had ≤ 40 weeks of open-label treatment (n = 333). Safety data are reported for all participants (n = 417).
Mean ESS scores in adherent (n = 255) and nonadherent (n = 78) subgroups, respectively, were 15.0 and 15.8 at baseline (of 12-week study) and 6.5 and 6.8 at week 40. For participants using an airway therapy, mean use at baseline was 90% of nights, 6.6 hours/night, and use ≥ 50%/night on 90% of nights; changes from baseline to week 40 were minimal (0.9%, -0.8 hours, and 6.5%, respectively). Common adverse events (both subgroups) included headache, nasopharyngitis, insomnia, dry mouth, nausea, anxiety, and upper respiratory tract infection.
Long-term efficacy and safety of solriamfetol were similar regardless of adherence to primary OSA therapy. Solriamfetol did not affect primary therapy use.
Registry: ClinicalTrials.gov; Name: A Long-Term Safety Study of JZP-110 in the Treatment of Excessive Sleepiness in Subjects with Narcolepsy or OSA; URL: https://clinicaltrials.gov/ct2/show/NCT02348632; Identifier: NCT02348632 and Registry: EU Clinical Trials Register; Identifier: 2014-005489-31; URL: https://www.clinicaltrialsregister.eu/ctr-search/search?query=2014-005489-31..Carbamates Continuous Positive Airway Pressure Disorders of Excessive Somnolence* Humans Phenylalanine / analogs & derivatives Sleep Apnea, Obstructive* Treatment Outcome",2021 Apr 1
Narcolepsy,Inhibitor,The mechanism of action of solriamfetol is dopamine and norepinephrine reuptake inhibition. There is no specific receptor subtype mentioned in the article.,solriamfetol,"A Randomized, Double-Blind, Placebo- and Positive-Controlled, 4-Period Crossover Study of the Effects of Solriamfetol on QTcF Intervals in Healthy Participants.",https://pubmed.ncbi.nlm.nih.gov/32935460/,"Zomorodi K, Chen D, Lee L, Swearingen D, Carter LP.",32935460,"Solriamfetol, a dopamine and norepinephrine reuptake inhibitor, is approved (United States and European Union; Sunosi) to treat excessive daytime sleepiness associated with narcolepsy (75-150 mg/day) or obstructive sleep apnea (37.5-150 mg/day). A thorough QT/QTc study assessed solriamfetol effects on QT interval (Fridericia correction for heart rate; QTcF). This randomized, double-blind, placebo- and positive-controlled, 4-period crossover study compared single doses of 300 and 900 mg solriamfetol, 400 mg moxifloxacin, and placebo in healthy adults. Placebo- and predose-adjusted mean differences in QTcF (ddQTcF; primary end point) were analyzed, and solriamfetol pharmacokinetics were characterized. Fifty-five participants completed all periods. Upper bounds of 2-sided 90% confidence intervals (CIs) for ddQTcF for both solriamfetol doses were <10 milliseconds at all postdose time points. Assay sensitivity was demonstrated with moxifloxacin; lower bounds of 2-sided 90%CIs for ddQTcF > 5 milliseconds at 1, 2, and 3 hours postdose. There were no QTcF increases > 60 milliseconds or QTcF values > 480 milliseconds at either solriamfetol dose. Solriamfetol median tAdrenergic Uptake Inhibitors / administration & dosage Adrenergic Uptake Inhibitors / adverse effects Adrenergic Uptake Inhibitors / pharmacokinetics Adult Carbamates / administration & dosage Carbamates / adverse effects* Carbamates / pharmacokinetics Cross-Over Studies Dopamine Uptake Inhibitors / administration & dosage Dopamine Uptake Inhibitors / adverse effects Dopamine Uptake Inhibitors / pharmacokinetics Dose-Response Relationship, Drug Double-Blind Method Electrocardiography* Female Humans Long QT Syndrome / chemically induced* Male Middle Aged Moxifloxacin / adverse effects Phenylalanine / administration & dosage Phenylalanine / adverse effects Phenylalanine / analogs & derivatives* Phenylalanine / pharmacokinetics Young Adult",2021 Apr
Narcolepsy,Inhibitor,"The mechanism of action is selective dopamine and norepinephrine reuptake inhibition, and the drug being evaluated is Solriamfetol (JZP-110). There is no mention of specific receptor subtypes in the article.",solriamfetol,"A Phase I, Randomized, Crossover, Open-label Study of the Pharmacokinetics of Solriamfetol (JZP-110) in Healthy Adult Subjects With and Without Food.",https://pubmed.ncbi.nlm.nih.gov/30598342/,"Zomorodi K, Kankam M, Lu Y.",30598342,"Solriamfetol (JZP-110), a selective dopamine and norepinephrine reuptake inhibitor with robust wake-promoting effects, is currently being evaluated for the reduction of sleepiness and improvement of wakefulness in patients with narcolepsy and obstructive sleep apnea. The purpose of this study was to evaluate the effect of food on the pharmacokinetic (PK) parameters and bioavailability of solriamfetol at the highest intended therapeutic dose in healthy adults and to characterize its renal excretion under fasting conditions.
In this open-label, randomized, crossover study, healthy adult subjects received a single 300-mg dose of solriamfetol in a fasted condition (10 h) and in a fed condition (30 min after the start of a standardized high-fat, high-calorie breakfast), with at least a 7-day washout period between doses. Blood samples for PK analyses were collected during both conditions at prespecified time points. Urine samples were collected up to 48 h postdose in the fasted condition. Samples were analyzed for solriamfetol (plasma and urine) and N-acetyl solriamfetol (urine) by using validated LC-MS/MS bioanalytical methods. The effect of food on solriamfetol relative bioavailability was examined by comparing the 90% confidence intervals (CIs) of the fed/fasted ratios of natural log-transformed PK parameters C
A total of 32 subjects were enrolled (50% female; 53.1% black, 46.9% white; mean age, 35.6 years), and 31 were included in the PK analyses. Solriamfetol was rapidly absorbed in both conditions. The 90% CIs for the fed/fasted geometric mean ratios were 89.2-98.8 for C
Solriamfetol relative bioavailability was bioequivalent in the fed and fasted conditions, showing that solriamfetol can be taken without regard to meals; furthermore, tolerability was similar in both conditions. Renal excretion of unchanged drug is the primary route of elimination.Adult Area Under Curve Biological Availability Carbamates / pharmacokinetics* Cross-Over Studies Fasting / metabolism* Female Food-Drug Interactions* Healthy Volunteers Humans Male Middle Aged Phenylalanine / analogs & derivatives* Phenylalanine / pharmacokinetics Therapeutic Equivalency",2019 Feb
Narcolepsy,Inhibitor,The article does not provide information on the mechanism of action or receptor subtype of the antidepressants being evaluated.,antidepressants,Exacerbation of cataplexy following gradual withdrawal of antidepressants: manifestation of probable protracted rebound cataplexy.,https://pubmed.ncbi.nlm.nih.gov/18753005/,"Ristanovic RK, Liang H, Hornfeldt CS, Lai C.",18753005,"A double-blind, placebo-controlled sodium oxybate trial provided a unique opportunity to compare changes in cataplexy following gradual withdrawal from antidepressants in narcolepsy patients.
Of 228 enrolled patients, 71 discontinued antidepressant therapy. Data from 57 patients were available for analysis: 37 patients discontinued tricyclic antidepressants (TCAs) and 20 discontinued selective serotonin reuptake inhibitors (SSRIs). The trial included a 21-day withdrawal phase followed by 18-day washout and 14-day single-blind treatment phases. Two additional weeks were permitted for withdrawal from fluoxetine due to its long half-life. Weekly cataplexy attacks were recorded throughout the trial. No historical data on the frequency of cataplexy prior to treatment with antidepressants was available.
Among the patients who were and were not withdrawn from antidepressants treatment, the median frequency of baseline weekly cataplexy was similar (17.5 vs. 14.0, respectively). As expected, significant between-group differences emerged by the end of the washout period (52.04 vs. 15.25, respectively; p<0.05); however, the frequency of cataplexy events became similar again by the end of the trial (16.5 vs. 17.5, respectively).
Patients gradually withdrawn from antidepressants experienced a significant increase in cataplexy, but eventually returned to their baseline frequency, comparable to previously untreated control patients. Compared to SSRIs, discontinuation from TCAs was associated with a greater increase in cataplexy attacks.Adult Antidepressive Agents, Tricyclic / administration & dosage Antidepressive Agents, Tricyclic / adverse effects* Cataplexy / chemically induced* Cataplexy / diagnosis Cataplexy / epidemiology* Cohort Studies Dose-Response Relationship, Drug Humans Narcolepsy / drug therapy Retrospective Studies Risk Factors Selective Serotonin Reuptake Inhibitors / administration & dosage Selective Serotonin Reuptake Inhibitors / adverse effects* Sodium Oxybate / therapeutic use Substance Withdrawal Syndrome / diagnosis Substance Withdrawal Syndrome / epidemiology*",2009 Apr
Narcolepsy,Inhibitor,The article does not mention any specific drugs being evaluated. It discusses the levels of hypocretin-1 in control and depressed subjects and the effect of sertraline and bupropion on these levels.,cerebrospinal fluid hypocretin-1,Diurnal variation of cerebrospinal fluid hypocretin-1 (Orexin-A) levels in control and depressed subjects.,https://pubmed.ncbi.nlm.nih.gov/12873798/,"Salomon RM, Ripley B, Kennedy JS, Johnson B, Schmidt D, Zeitzer JM, Nishino S, Mignot E.",12873798,"Hypocretins, excitatory neuropeptides at monoaminergic synapses, appear to regulate human sleep-wake cycles. Undetectable cerebrospinal fluid hypocretin-1 levels are seen in narcolepsy, which is frequently associated with secondary depression. Shortened rapid eye movement latency is observed in both narcolepsy and depression. Cerebrospinal fluid hypocretin-1 levels have not been reported in mood disorders.
We examined hypocretin-1 levels in 14 control and 15 depressed subjects. Cerebrospinal fluid was drawn continuously in supine subjects for 24 hours with an indwelling intrathecal catheter under entrained light-dark conditions. Depressed subjects were studied before and after 5 weeks of sertraline (n=10, three nonresponders) or bupropion (n=5, two nonresponders).
Hypocretin-1 levels varied slightly (amplitude 10%) but significantly across the diurnal cycle in control subjects, with amplitude significantly reduced in depression (3%). Levels were lowest at midday, surprising for a hypothetically wake-promoting peptide. Mean hypocretin levels trended higher in depressive than in control subjects. Hypocretin-1 levels decreased modestly but significantly after sertraline (-14%) but not bupropion.
Our results are consistent with previous physiologic findings in depression indicating dampened diurnal variations in hypocretin-1. The finding that sertraline but not bupropion slightly decreased cerebrospinal fluid hypocretin-1 indicates a serotoninergic influence on hypocretin tone.Adult Antidepressive Agents / therapeutic use Antidepressive Agents, Second-Generation / therapeutic use Bupropion / therapeutic use Carrier Proteins / cerebrospinal fluid* Carrier Proteins / drug effects Case-Control Studies Circadian Rhythm* / drug effects Depressive Disorder / cerebrospinal fluid* Depressive Disorder / drug therapy* Dopamine Uptake Inhibitors / therapeutic use Female Humans Intracellular Signaling Peptides and Proteins* Male Neuropeptides / cerebrospinal fluid* Neuropeptides / drug effects Orexins Radioimmunoassay Selective Serotonin Reuptake Inhibitors / therapeutic use Sertraline / therapeutic use",2003 Jul 15
Narcolepsy,Inhibitor,"The mechanism of action of the drug modafinil is not specifically mentioned in the abstract, but it is described as a central nervous system stimulant. The article does not mention any receptor subtype(s) that the drug is being evaluated with.",modafinil,Modafinil-induced hippocampal activation in narcolepsy.,https://pubmed.ncbi.nlm.nih.gov/17600622/,"Kim YK, Yoon IY, Shin YK, Cho SS, Kim SE.",17600622,"This study was undertaken to investigate regional metabolic abnormalities and to determine the effects of modafinil in narcoleptics on cerebral glucose metabolism using [(18)F] fluorodeoxyglucose positron emission tomography (FDG PET). Eight narcoleptic patients participated in the study. Two [(18)F] FDG PET scans were obtained before and after 2 weeks of modafinil treatment. To identify the effect of modafinil on regional cerebral abnormalities in narcoleptics, pre- and post-treatment PET scans were compared using paired t-statistics with voxel-wised manner. In narcolepsy patients, significant decreases in cerebral glucose metabolism were observed in the midbrain and upper pons, bilateral hypothalamus, posterior thalamus, hippocampus and right parahippocampus as compared with healthy subjects. After treatment, a significant increase in glucose metabolism in the left hippocampus was found in comparison with pre-treatment scan. This study demonstrated that modafinil activates the hippocampus which receives the afferents from hypothalamus, the center of sleep-wake rhythm.Adolescent Adult Benzhydryl Compounds / pharmacology* Benzhydryl Compounds / therapeutic use Brain Mapping Brain Stem / diagnostic imaging Brain Stem / drug effects Brain Stem / metabolism Central Nervous System Stimulants / pharmacology* Central Nervous System Stimulants / therapeutic use Energy Metabolism / drug effects Female Fluorodeoxyglucose F18 Functional Laterality / drug effects Glucose / metabolism Hippocampus / diagnostic imaging Hippocampus / drug effects* Hippocampus / metabolism* Humans Hypothalamus / diagnostic imaging Hypothalamus / drug effects Hypothalamus / metabolism Male Modafinil Narcolepsy / diagnostic imaging Narcolepsy / drug therapy* Narcolepsy / physiopathology* Neural Pathways / diagnostic imaging Neural Pathways / drug effects Neural Pathways / metabolism Positron-Emission Tomography Sleep Thalamus / diagnostic imaging Thalamus / drug effects Thalamus / metabolism Treatment Outcome Wakefulness",2007 Jul 11
Narcolepsy,Inhibitor,The mechanism of action for sodium oxybate is not provided in the abstract. The article does not mention any specific receptor subtypes that the drug is being evaluated with.,sodium oxybate,Sodium oxybate treatment in narcolepsy and its effect on muscle tone.,https://pubmed.ncbi.nlm.nih.gov/28619175/,"Mayer G, Rodenbeck A, Kesper K; International Xyrem Study Group.",28619175,"To estimate the effect of the compound sodium oxybate (SO) on chin muscle tone in sleep, a re-analysis of the results of the international multicenter study SXB-15 was performed, applying a validated semi-automatic analysis of muscle tone. This analysis distinguishes short (<0.5 s) and long (>0.5 s) muscle activity indices per hour (SMI, LMI) in 116 patients with narcolepsy-cataplexy. While stable stimulant medication was permitted, tricyclics and SSRIs were withdrawn. Polysomnographies were performed at baseline (V5), four weeks after titration of SO to 4.5 g, 6 g, or 9 g or placebo (V6) and after another four weeks on stable SO dose (V7).
SMI and LMI decreased significantly during light sleep. LMI remained stable in all SO groups during slow wave sleep (SWS), but decreased significantly during REM sleep. SMI decreased non-significantly, but consistently during SWS and REM in the 9 g group only. A subgroup analysis of patients who stayed on stimulants showed that they had higher SMIs and LMIs in all groups. Patients who had been treated with anticataplectic medication prior to study inclusion had lower LMIs in the 9 g group during REM sleep in all visits.
SO has a differential effect on muscle tone that is dose and sleep stage dependent. Low dosages increase short muscle activity, possibly enabling the occurrence of parasomnias. High doses are especially efficacious in REM sleep, suggesting that SO could be used to treat REM sleep behavior disorder. Comedication with stimulants and prior medication with anticataplectic medication exerts an influence on muscle tone.Adult Central Nervous System Stimulants / therapeutic use Dose-Response Relationship, Drug Double-Blind Method Female Humans Male Movement / drug effects Movement / physiology Multivariate Analysis Muscle Tonus / drug effects* Muscle, Skeletal / drug effects Muscle, Skeletal / physiopathology Narcolepsy / drug therapy* Narcolepsy / physiopathology Polysomnography Sleep Aids, Pharmaceutical / therapeutic use* Sleep Stages / drug effects Sleep Stages / physiology Sodium Oxybate / therapeutic use*",2017 Jul
Narcolepsy,Inhibitor,"There is no mention of any drugs being evaluated in this article. It discusses the discovery of hypocretins and their involvement in narcolepsy and primary hypersomnia, as well as the results of a study measuring cerebrospinal fluid concentrations of hypocretin-1 and hypocretin-2.",hypocretin,Hypocretin (orexin) deficiency in narcolepsy and primary hypersomnia.,https://pubmed.ncbi.nlm.nih.gov/12486284/,"Ebrahim IO, Sharief MK, de Lacy S, Semra YK, Howard RS, Kopelman MD, Williams AJ.",12486284,"The discovery that hypocretins are involved in narcolepsy, a disorder associated with excessive daytime sleepiness, cataplexy, and unusually rapid transitions to rapid eye movement sleep, opens a new field of investigation in the area of disorders of sleep and activation. Hypocretin-1 (hcrt-1) and hypocretin-2 (hcrt-2) (also called orexin-A and orexin-B) are newly discovered neuropeptides processed from a common precursor. Hypocretin containing cells are located exclusively in the lateral hypothalamus, with widespread projections within the central nervous system. The role of the hypocretin system in other disorders causing excessive daytime sleepiness is more uncertain. This study reports the findings of a prospective study measuring cerebrospinal fluid concentrations of hypocretin-1 and hypocretin-2 in HLA DQB1*0602 positive narcolepsy with cataplexy, monosymptomatic narcolepsy, and primary hypersomnia. The results confirmed the previous observations, that hcrt-1 is deficient in narcolepsy and for the first time report very low levels of hcrt-1 in primary hypersomnia. It is also reported for the first time that there is a generalised defect in hcrt-2 transmission in all three of these clinical entities compared with controls.Adult Aged Carrier Proteins / cerebrospinal fluid* Cataplexy / cerebrospinal fluid* Cataplexy / immunology Disorders of Excessive Somnolence / cerebrospinal fluid* Disorders of Excessive Somnolence / immunology Female HLA-DQ Antigens / analysis HLA-DQ beta-Chains Humans Intracellular Signaling Peptides and Proteins* Male Middle Aged Narcolepsy / cerebrospinal fluid* Narcolepsy / immunology Neuropeptides / cerebrospinal fluid* Neuropeptides / deficiency* Orexins Predictive Value of Tests Prospective Studies Reference Values",2003 Jan
Narcolepsy,Inhibitor,The article does not mention any specific drugs or their mechanisms of action.,carbamazepine,Secondary narcolepsy may be a causative factor of increased daytime sleepiness in obese childhood craniopharyngioma patients.,https://pubmed.ncbi.nlm.nih.gov/16700320/,"MÃ¼ller HL, MÃ¼ller-StÃ¶ver S, Gebhardt U, Kolb R, SÃ¶rensen N, Handwerker G.",16700320,"Prognosis in childhood craniopharyngioma survivors hinges upon late effects such as pituitary deficiency and obesity. Observations indicate that reduced physical activity and increased daytime sleepiness might be risk factors for obesity. We analyzed the degree of daytime sleepiness in 115 childhood craniopharyngioma patients (47% obese) using the Epworth Sleepiness Scale (ESS). Thirty-five (30%) displayed increased daytime sleepiness (ESS score > 10) of whom 14 were obese (26% of obese cohort). Polysomnography (PSG) and Multiple Sleep Latency Tests (MSLT) were conducted with 10 obese patients presenting increased daytime sleepiness, with only two craniopharyngioma patients revealing a sleep related breathing disorder. Four patients had repeated episodes of SOREM (sleep onset rapid eye movement), the classic PSG criterion for narcolepsy. Three patients displayed hypersomnia. All but one patient qualified as acutely obese. We speculate that secondary narcolepsy is an exacerbating condition of childhood craniopharyngioma obesity, supported by recent reports on orexin and narcolepsy which suggest hypothalamic failure in idiopathic narcolepsy.Adolescent Adult Body Mass Index Central Nervous System Stimulants / therapeutic use Child Cohort Studies Craniopharyngioma / complications* Female HLA Antigens / metabolism Humans Male Narcolepsy / drug therapy Narcolepsy / etiology* Obesity / complications* Pituitary Neoplasms / complications* Polysomnography Risk Factors Sleep / physiology Sleep Stages",2006 Apr
