Pub Med ID,Answers,MoA
25497439,"The drug being evaluated in this study is minocycline, an antibiotic. It does not have a specific receptor subtype or mechanism of action related to schizophrenia. Rather, the study aims to investigate its effects on brain morphology and cerebral perfusion in patients with recent-onset schizophrenia.",Positive Modulator
30920339,The mechanism of action is: α7 nicotinic acetylcholine receptor agonist strategy. The receptor subtype(s) are: α7 nicotinic acetylcholine receptor. The binding mode is: positive allosteric modulator. Therefore the mechanism of action is: α7 nicotinic acetylcholine receptor positive allosteric modulator.,Positive Modulator
18554876,"There are no drugs being evaluated in this article, so there are no mechanisms of action or receptor subtypes mentioned.",Positive Modulator
29415258,The mechanism of action of brexpiprazole is as a serotonin-dopamine activity modulator. The article does not specify any particular receptor subtype(s) that the drug is being evaluated with.,Positive Modulator
18176855,"The drug being evaluated is ketamine, which acts as an uncompetitive antagonist of the N-methyl-D-aspartate (NMDA) receptor. The receptor subtype is NMDA. The mechanism of action is NMDA receptor inhibition.",Positive Modulator
29507283,"The drug being evaluated is modafinil, which is a central nervous system stimulant. The article does not provide information about the receptor subtype(s) or mechanism of action(s) of modafinil.",Positive Modulator
33245168,"The article is not focused on a drug mechanism of action, but on the assessment of serum levels of neuropeptide Y (NPY) in patients with chronic schizophrenia during treatment augmentation with sarcosine.",Positive Modulator
27438995,The mechanism of action is: selective estrogen receptor modulator (mixed estrogen agonist/antagonist). The receptor subtype(s) are: estrogen.,Positive Modulator
15358980,"There are no drugs being evaluated in this article, so there is no mechanism of action or receptor subtype discussed.",Positive Modulator
29050384,"There is no drug being evaluated in this article. The intervention being studied is transcranial direct current stimulation, a form of neuromodulation.",Positive Modulator
22766391,The receptor(s) are: nicotinic acetylcholine receptor (nAChR). The subtype(s) are: alpha-7. The binding mode is: positive allosteric modulator. Therefore the mechanism of action is: positive allosteric modulation of alpha-7 nAChR.,Positive Modulator
20219638,The article does not mention any specific drugs being evaluated. It discusses the role of dopamine in cognition and reality adaptation in both healthy subjects and patients with disorders such as schizophrenia.,Positive Modulator
35781191,"There are no drugs being evaluated in this article as it is focused on the use of transcranial direct current stimulation (tDCS) for modulating cortical activity in patients with schizophrenia. Therefore, there are no mechanism of action, target of the chemical reaction, or receptor subtype(s) to be identified.",Positive Modulator
35704951,"The mechanism of action is: selective, high-affinity inhibition of PDE10A that modulates dopamine D1 and D2 receptor-mediated intraneuronal signaling without binding to these receptors. The receptor subtype(s) are: dopamine D1 and D2. The binding mode is: inhibitor.",Positive Modulator
30167782,"There is no drug being evaluated in this study, so there is no mechanism of action or receptor subtype involved. The study is investigating the association between levels of Specificity Protein 1 and 4 in postmenopausal women with schizophrenia and their response to adjunctive raloxifene treatment.",Positive Modulator
28106314,The article does not mention any drugs or specific mechanisms of action/targets/receptor subtypes. It is a study investigating the association between cytokine changes and clozapine-induced fever.,Positive Modulator
18303489,The receptor(s) are: alpha7 nicotinic acetylcholine receptors (alpha7 nAChRs). The subtype(s) are: N/A. The binding mode is: agonist. Therefore the mechanism of action is: alpha7 nAChR agonist strategy.,Positive Modulator
30790597,The receptor(s) are: α7 nicotinic acetylcholine receptor (nAChR). The subtype(s) are: N/A. The binding mode is: agonist. The mechanism of action is: optimizing α7 nicotinic strategy to ameliorate sensory gating to speech stimuli in schizophrenia. The drugs being evaluated are: CDP-choline and galantamine.,Positive Modulator
16923324,There are no specific drugs mentioned in this article. The study is focused on evaluating the effects of typical and atypical antipsychotics on Prepulse inhibition (PPI) of the startle response in schizophrenia patients and the brain regions associated with it. There is no mention of mechanism of action or receptor subtypes for the antipsychotic medications in this study.,Positive Modulator
21733283,The receptor(s) are: NMDA. The subtype(s) are: N-methyl-D-aspartate subtype of glutamate receptor (NMDAR). The binding mode is: allosteric modulator of NMDAR-mediated neurotransmission. Therefore the mechanism of action is: NMDAR allosteric modulator (D-serine).,Positive Modulator
35470551,The receptor(s) are: cannabinoid. The subtype(s) are: type 1. The binding mode is: modulator. Therefore the mechanism of action is: modulation of type 1 cannabinoid receptors on the dopamine release in the human reward system.,Positive Modulator
11593073,The receptor(s) are: alpha-amino-3-hydroxy-5-methylisoxazole-4-propionic acid (AMPA). The subtype(s) are: N/A. The binding mode is: positive modulator. Therefore the mechanism of action is: AMPA receptor (ampakine) positive modulator.,Positive Modulator
33170261,The article does not provide information on the mechanism of action or receptor subtype of sodium benzoate.,Positive Modulator
22036036,"The receptor(s) are: N-methyl-D-aspartate (NMDA). The subtype(s) are: NMDA glutamate receptor antagonist (ketamine), cystine-glutamate exchanger (NAC). The binding mode is: antagonist (ketamine), stimulator (NAC). Therefore the mechanisms of action are: NMDA glutamate receptor antagonist (ketamine), cystine-glutamate exchanger stimulator (NAC).",Positive Modulator
22795211,"The mechanism of action is NMDA modulation, specifically through the use of d-serine. The receptor subtype is NMDA.",Positive Modulator
10633486,"The mechanism of action(s) and receptor subtype(s) are not mentioned in the article. However, it is stated that amphetamine may improve visuospatial working memory in schizophrenia spectrum patients, and this improvement may be modulated by dopamine in the prefrontal cortex.",Positive Modulator
32436761,The mechanism of action is: nitric oxide donor. The receptor subtype(s) are: NMDA receptors.,Positive Modulator
34512748,There is no drug or mechanism of action being discussed in this article. It is a study about the effects of olanzapine treatment on homotopic connectivity in the prefrontal cortex in schizophrenic patients.,Positive Modulator
25012765,"The mechanism of action is: Selective Estrogen Receptor Modulators. The target of the chemical reaction is: estrogen receptors. The receptor subtype(s) are: not specified in the article, but likely include both alpha and beta estrogen receptors.",Positive Modulator
29878280,"There is no drug being evaluated in this article. Instead, the study investigated dopamine-induced changes in striatal iFC and their modulation by psychometrically assessed schizotypy.",Positive Modulator
17283283,"The drugs being evaluated are GABA-modulating drugs, including lorazepam and flumazenil. The target of the chemical reaction is the inhibitory neurotransmitter gamma-aminobutyric acid (GABA). The article does not specify a particular receptor subtype. Therefore, the mechanism of action is: GABA-modulating drugs.",Positive Modulator
26501260,"The drug being evaluated is sarcosine, which acts as a glycine transporter inhibitor and increases glycine concentration around NMDA receptors, thus modulating glutamatergic transmission. The target receptor subtype is NMDA.",Positive Modulator
10711913,"The receptor(s) are: NMDA. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: NMDA receptor antagonist. The drug being evaluated is lamotrigine, which is not an NMDA receptor antagonist but is hypothesized to inhibit glutamate release and thus reduce the hyperglutamatergic effects of NMDA receptor dysfunction.",Positive Modulator
25315856,"The drug being evaluated is N-acetyl cysteine (NAC). The article does not provide information about the specific mechanism of action or receptor subtype targeted by NAC, but it suggests that NAC targets oxidative, neuroinflammatory, neurotrophic, apoptotic, mitochondrial, and glutamatergic systems, which are all relevant to schizophrenia.",Positive Modulator
15886721,"There are no drugs being evaluated in this article. The focus is on the relationship between cortisol, cytokines, and symptoms in schizophrenia during treatment with typical and atypical antipsychotic drugs.",Positive Modulator
18550339,"The receptor(s) are: nicotinic acetylcholine. The subtype(s) are: alpha7 and alpha4beta2. The binding mode is: positive allosteric modulator. Therefore the mechanism of action is: positive allosteric modulation of alpha7 and alpha4beta2 nicotinic receptors. However, the study found that galantamine had no effect on cigarette smoking and actually worsened nicotine dependency scores.",Positive Modulator
27330977,"The drug(s) being evaluated in this study are dopaminergic antagonists, specifically risperidone. The mechanism of action is to block dopamine receptors in the brain, which ameliorates the hypothesized dopamine imbalance associated with SPD and enhances self-monitoring, as measured by neurophysiological markers such as the error-related negativity (ERN) and the error positivity (Pe). There is no information provided in the article about receptor subtype(s) that the drug(s) are being evaluated with, as the focus is on the dopaminergic system as a whole.",Positive Modulator
10432467,There are no drugs being evaluated in this article. The study is examining the effects of smoking abstinence on psychiatric symptoms in individuals with schizophrenia who smoke cigarettes.,Positive Modulator
17487227,"The receptor(s) are: AMPA. The subtype(s) are: N/A. The binding mode is: positive modulator. Therefore the mechanism of action is: AMPA receptor (Ampakine, CX516) positive modulator.",Positive Modulator
24717936,"The article doesn't mention specific drugs being evaluated, but rather the effects of amphetamine on dopaminoceptive regions in the brain. Therefore, there are no mechanism of action or receptor subtype(s) related to the evaluation of drug(s) mentioned in the article.",Positive Modulator
36206872,"The drug being evaluated in this article is Carpolobia lutea ethanol extract (C. lutea). The mechanism of action is modulating the oxido-inflammatory and neurotransmitter-related mechanisms. The receptor subtype is NMDA, which is blocked by ketamine and disrupted in schizophrenia-like symptoms.",Positive Modulator
18761134,"There is no drug being evaluated in this article, therefore there is no mechanism of action or receptor subtype discussed.",Positive Modulator
24013610,The receptor(s) are: glutamate. The subtype(s) are: N/A. The binding mode is: anti-glutamate agent with neuroprotective properties. Therefore the mechanism of action is: glutamate modulating agent (riluzole) for improving negative symptoms of schizophrenia.,Positive Modulator
22008251,The mechanism of action and receptor subtype(s) of the drug quetiapine in this study are not specified. The study focuses on the effects of quetiapine on neuropeptide Y and corticotropin-releasing hormone in cerebrospinal fluid from schizophrenia patients and their relationship to depression and anxiety symptoms and treatment response.,Positive Modulator
11809515,There is no drug being evaluated in this article. It is a study on the impaired mismatch negativity potentials in schizophrenia.,Positive Modulator
26506383,The mechanism of action is modulation of glutamatergic transmission through the NMDA receptor by inhibiting the glycine type 1 transporter and increasing glycine levels. The receptor subtype is NMDA. The drug being evaluated is the amino acid sarcosine.,Positive Modulator
28141622,The receptor(s) are: serotonin. The subtype(s) are: 5-HT6. The binding mode is: antagonist. Therefore the mechanism of action is: selective 5-HT6 inhibitor (antagonist).,Positive Modulator
21643673,"The article discusses a study on the effects of three different antipsychotic drugs (aripiprazole, haloperidol, and reserpine) in healthy volunteers. The article does not provide specific information about the mechanism of action or receptor subtype targeted by these drugs. However, it does suggest that the drugs induce an ""antidopaminergic"" state, which suggests that they may act by blocking dopamine receptors.",Positive Modulator
8526975,The mechanism of action is: NMDA antagonist. The receptor subtype(s) are: NMDA receptors.,Positive Modulator
16012280,"The drug being evaluated is aripiprazole, which has dopamine-modulating properties. There is not a specific receptor subtype mentioned in the article. Therefore, the mechanism of action is: dopamine modulation.",Positive Modulator
15538593,"The drug being evaluated is levodopa, which is a dopamine agent, and its mechanism of action is to increase dopamine levels in the brain. The article does not specify a receptor subtype for dopamine.",Positive Modulator
19339966,The receptor(s) are: NMDA and GABAergic. The subtype(s) are: N/A. The binding mode is: positive modulator/metabolite. Therefore the mechanism of action is: positive modulation of NMDA receptors and possible involvement of neurosteroids (pregnenolone and allopregnanolone) in GABAergic function for cognitive and negative symptom improvement in schizophrenia.,Positive Modulator
15725422,"The article does not mention any specific drug or mechanism of action. It discusses the effects of levodopa, a dopamine agonist, on language lateralization and its modulation by positive and negative schizotypal traits.",Positive Modulator
15936511,There are no drugs mentioned in this article. The mechanism of action is: repetitive transcranial magnetic stimulation (rTMS). The target area is: left temporoparietal cortex.,Positive Modulator
16313986,The mechanism of action is: nicotinic agonist. The receptor subtype(s) is/are: nicotinic receptor.,Positive Modulator
10696831,"The drug being evaluated is S-ketamine, which is an NMDA receptor antagonist. The receptor subtype being targeted is the dopamine D2 receptor. The mechanism of action is that S-ketamine decreases the in vivo binding of [11C]raclopride to striatal DA D2 receptors, leading to an increase in striatal dopamine concentration.",Positive Modulator
17119538,The receptor(s) are: AMPA. The subtype(s) are: N/A. The binding mode is: positive allosteric modulator. Therefore the mechanism of action is: AMPA receptor positive allosteric modulator.,Positive Modulator
10463312,The mechanism of action is indirect dopaminergic agonist. The receptor subtype is dopamine.,Positive Modulator
12107618,The receptor(s) are: serotonin-2 (5-HT2). The subtype(s) are: 5-HT2. The binding mode is: antagonist. Therefore the mechanism of action is: 5-HT2 receptor antagonist.,Positive Modulator
12413639,"The drug in this article is donepezil, which is a cholinesterase inhibitor. There is no mention of a specific receptor subtype or binding mode. The mechanism of action of donepezil is to increase the availability of acetylcholine in the brain, which can improve cognitive function.",Positive Modulator
11163779,"The drug(s) being evaluated in the study are hormone replacement therapy, which includes estrogen. The mechanism of action is replacement of estrogen in postmenopausal women with schizophrenia. The receptor subtype(s) are estrogen receptors.",Replacement
21245085,The receptor(s) are: nicotine. The subtype(s) are: N/A. The binding mode is replacement. Therefore the mechanism of action is: nicotine replacement therapy.,Replacement
25143294,The mechanism of action being evaluated is very low nicotine content cigarettes and nicotine replacement. There are no specific receptor subtypes mentioned. The binding mode is replacement. Therefore the mechanism of action is: VLNC cigarettes and nicotine replacement therapy.,Replacement
26995794,"The drugs being evaluated in this study are very low nicotine content (VLNC) cigarettes and transdermal nicotine replacement patches. There is no specific mechanism of action or receptor subtype being evaluated in this study. The binding mode is replacement for both the VLNC cigarettes and the nicotine patches, with the goal of reducing tobacco dependence.",Replacement
22517190,The article does not mention any drugs being evaluated or any specific receptor subtypes or mechanisms of action. The study investigated the effects of very low nicotine cigarettes and nicotine replacement therapy on smoking habits and withdrawal symptoms in smokers with schizophrenia and a control group.,Replacement
17632223,The receptor(s) are: Bupropion and Nicotine. The subtype(s) are: N/A. The binding mode is: combination pharmacotherapy. Therefore the mechanism of action is: combination of bupropion and nicotine replacement therapy.,Replacement
10847313,The receptor(s) are melatonin. The subtype(s) are: N/A. The binding mode is replacement. Therefore the mechanism of action is: melatonin replacement therapy.,Replacement
30299258,The receptor(s) are estrogen receptors. The subtype(s) is selective estrogen receptor modulators. The binding mode is modulation. Therefore the mechanism of action is: raloxifene as a selective estrogen receptor modulator adjunctive therapy.,Replacement
21112185,"There is no specific drug being evaluated in this study, so there are no mechanism of action or receptor subtype(s) to report on in this context.",Replacement
16401651,The receptor(s) are cannabidiol. The subtype(s) are not specified. The binding mode is monotherapy. Therefore the mechanism of action is: cannabidiol as an antipsychotic agent for treatment-resistant schizophrenia.,Replacement
12233984,"The receptor(s) are: nicotinic receptors. The subtype(s) are: N/A. The binding mode is: replacement. Therefore the mechanism of action is: contingent monetary reinforcement of smoking reductions, with and without transdermal nicotine, on cigarette smoking in individuals with schizophrenia.",Replacement
17029303,The receptor(s) are quetiapine (QTP). The subtype(s) are: N/A. The binding mode is replacement. Therefore the mechanism of action is: antipsychotic replacement with quetiapine.,Replacement
2886223,The mechanisms of action being evaluated are chronically administered anticholinergic drugs and amantadine in the management of chronic schizophrenia. The receptors and subtypes involved are not explicitly mentioned in the abstract.,Replacement
18156639,The drug being evaluated is 17beta-estradiol. The receptor subtype(s) are not specified in the abstract. The binding mode is replacement. Therefore the mechanism of action is: 17beta-estradiol replacement therapy.,Replacement
26150070,The receptor is oxytocin. The subtype is N/A. The binding mode is nasal spray administration. Therefore the mechanism of action is: oxytocin nasal spray for improving higher-order social cognition in schizophrenia.,Replacement
14643080,The article does not mention any drugs or chemical reactions being evaluated.,Replacement
7495922,"There is no drug being evaluated in this study, so there is no mechanism of action or receptor subtype to identify.",Replacement
15721993,The receptor(s) are 17beta-estradiol and norethisterone acetate. The subtype(s) are: N/A. The binding mode is: replacement. Therefore the mechanism of action is: estrogen-gestagen replacement therapy.,Replacement
22016254,The receptor(s) are conjugated equine estrogens (CEEs). The subtype(s) are: N/A. The binding mode is replacement. Therefore the mechanism of action is: estrogen replacement therapy with CEEs.,Replacement
17628437,The article does not mention any specific drugs or mechanisms of action being evaluated as it is a study of a behavioral weight management program with food provision in schizophrenia.,Replacement
12957701,"The article does not mention any drugs or chemical reactions being evaluated. The focus is on cognitive mechanisms, psychosocial functioning, and neurocognitive rehabilitation in schizophrenia.",Replacement
18343039,"The drug(s) being evaluated are 17beta-estradiol and norethisterone acetate for replacement therapy and as an adjunct to antipsychotic treatment. The receptor(s) are estrogen, LH, FSH, prolactin, testosterone, and dehydroepiandrosterone sulfate. The subtype(s) are not specified. The binding mode is replacement. Therefore, the mechanism of action is 17beta-estradiol and norethisterone acetate replacement therapy.",Replacement
18374542,"There are no drugs being evaluated in this study, so there are no mechanisms of action or receptor subtypes mentioned.",Replacement
15196604,The mechanism of action is long-acting risperidone therapy. The receptor subtype(s) are dopamine and serotonin receptors.,Replacement
8018584,The article does not mention any drugs or interventions being evaluated. It discusses the effects of haloperidol withdrawal on corticotropin-releasing factor levels in the cerebrospinal fluid in patients with chronic schizophrenia.,Replacement
11072484,"There are no drugs being evaluated in this study, as it focuses on the use of cognitive therapy for the management of chronic schizophrenia. Therefore, there are no mechanisms of action or receptor subtypes to report.",Replacement
19523690,"There are no drugs being evaluated in this study, as it is focused on the short-term impact of environmental supports on functional outcomes and behaviors in individuals with schizophrenia.",Replacement
10087462,"The mechanism of action and receptor subtype(s) are not specified in this article. The study evaluates the effects of benzodiazepine (BZD) hypnotics and zopiclone (ZPC), a nonbenzodiazepine hypnotic, on sleep and psychiatric symptoms in schizophrenia.",Replacement
17467954,"The article does not mention any specific drugs or mechanisms of action. However, it discusses the effects of prolactin-raising and prolactin-sparing antipsychotics on bone mineral density in female patients with schizophrenia. The study evaluates the relationship between medication and endocrine variables on bone density.",Replacement
17076053,There is no drug or chemical intervention being evaluated in this study.,Replacement
17151158,"The article is a cost-effectiveness analysis of different antipsychotic drugs (specifically perphenazine and several second-generation antipsychotics such as olanzapine, quetiapine, risperidone, and ziprasidone) for the treatment of chronic schizophrenia. Therefore, there is no specific mechanism of action or receptor subtype being evaluated. The study is assessing the cost-effectiveness of different medications for treatment of schizophrenia.",Replacement
10831024,"The mechanism of action is GABA-ergic drugs such as valproate. The receptor subtype(s) are GABA receptors. The binding mode is augmentation. Therefore, the mechanism of action is divalproex sodium augmentation therapy.",Replacement
21515531,"There is no drug being evaluated in this article, as it is a survey of general practitioners' attitudes towards prescribing statins in different patient groups. Therefore, there is no mechanism of action or receptor subtype to identify.",Replacement
23358230,There are no drug(s) being evaluated in this study. The study is evaluating the potential impact of electronic cigarettes on smoking reduction and cessation in schizophrenic smokers.,Replacement
1469,"There are no drugs being evaluated in this article, so there are no mechanisms of action or receptor subtypes to identify. The article is focused on a comprehensive system of community treatment for individuals with psychiatric illness as an alternative to hospitalization.",Replacement
25491704,"There is no drug being evaluated in this study, so there are no mechanism of actions or receptor subtypes to report.",Replacement
28610482,"There are no drugs being evaluated in this study. The intervention includes nicotine replacement therapy, but the study primarily focuses on a healthy lifestyle intervention to reduce cardiovascular disease risk behaviors among smokers with psychotic disorders.",Replacement
16571367,"The receptor(s) are dopamine receptors. The subtype(s) are not specified, although aripiprazole is known to act as a partial agonist at D2 and 5-HT1A receptors and an antagonist at 5-HT2A receptors. The binding mode is substitution. Therefore the mechanism of action is: substituting aripiprazole for other antipsychotics to resolve antipsychotic-induced hyperprolactinemia.",Replacement
7916540,There are no drugs being evaluated in this study. The article is focused on evaluating the reliability of the Scale for the Assessment of Negative Symptoms in measuring negative symptoms in schizophrenia.,Replacement
28126031,"There are no drugs being evaluated in this article, as it focuses on a smoking cessation intervention specifically targeted at people with severe mental illness.",Replacement
