Pub Med ID,Answers
3310672,"The drug being evaluated is buprenorphine and the article suggests that it has antipsychotic potency. However, the article does not provide information about the specific mechanism of action or target of the chemical reaction of buprenorphine in treating schizophrenia."
25953357,The article does not discuss the evaluation of a drug with a specific mechanism of action. It discusses the effects of inducing a GABA deficit with the drug iomazenil and administering a subthreshold dose of amphetamine to healthy subjects.
21145041,"The drug being evaluated is MK-0777, which is a γ-aminobutyric acid (GABA)(A) α2/α3 partial agonist. So the mechanism of action is an agonist for the GABA(A) receptor."
24114425,The drugs being evaluated in this study are a nicotinic acetylcholine receptor antagonist (mecamylamine) and a partial agonist (varenicline). The mechanism of action is therefore related to the regulation of nicotinic acetylcholine receptors.
23342824,"The drug being evaluated is aripiprazole and we know it has D2 and D3 receptor partial agonist activity, so the answer is partial agonist of D2 and D3 receptors."
28252452,"The drug being evaluated is aripiprazole and we know that the mechanism of action is a partial agonist, so the answer is dopamine D2 receptor partial agonist."
32349117,"The disease being treated is schizophrenia and we know that the mechanism of action is an agonist, so the answer is partial agonist of α7 nicotinic acetylcholine receptor."
22952075,"The mechanism of action being evaluated is an agonist, specifically a partial agonist at the α7 nicotinic acetylcholine receptor (nAChR)."
26834462,"The drug being evaluated is Cariprazine, and its mechanism of action is being a dopamine D3-preferring D3/D2 receptor partial agonist."
16300872,"The disease being treated is schizophrenia and we know that the mechanism of action is both antagonist and agonist, so the answer is D2/5-HT2A antagonist and partial 5-HT1A agonist."
27565651,"The drug being evaluated is an investigational receptor-specific partial agonist and the disease being targeted is autism spectrum disorder (ASD), so the mechanism of action is alpha7-nicotinic receptor agonist."
28838583,"The drug being evaluated is aripiprazole and we know that the mechanism of action is an agonist, so the answer is dopamine D2 receptor partial agonist."
28478771,"The drug being evaluated is cariprazine, an atypical antipsychotic with a dopamine D3/D2 partial agonist mechanism of action."
27543252,"The drug being evaluated is varenicline, which is a partial and full agonist at the α4β2 and α7 nicotine acetylcholine receptors, respectively. Therefore, the mechanism of action is agonist."
25981348,The drug being evaluated is aripiprazole and the mechanism of action is a partial dopamine receptor agonist.
27427558,"The drug being evaluated is cariprazine and it is a dopamine D3/D2 receptor partial agonist with preference for D3 receptors, so the mechanism of action is an agonist."
33138708,"The drugs being evaluated are varenicline and bupropion, and we know that they are smoking cessation pharmacotherapy. The mechanism of action for varenicline is a partial agonist of the α4β2 nicotinic acetylcholine receptor, while the mechanism of action for bupropion is a norepinephrine-dopamine reuptake inhibitor."
24096218,"The drugs being evaluated are risperidone and aripiprazole, and we know that risperidone has the mechanism of action of D2 blocking properties leading to hyperprolactinaemia, while aripiprazole is a partial dopamine agonist with a neutral effect on prolactin level or even decreasing it. So, the answer is D2 receptor blocker (for risperidone) and partial dopamine agonist (for aripiprazole)."
19238124,"The drug being evaluated is aripiprazole, and its mechanism of action is a partial agonist at dopamine D2 receptors and serotonin (5-HT)1A receptors, as well as an antagonist at 5-HT2A receptors."
16810506,"The drug being evaluated is aripiprazole and the mechanism of action is a partial agonist of dopamine D(2) and D(3) receptors, so the answer is dopamine D(2) and D(3) receptor partial agonist."
21723096,"The drug being evaluated is D-cycloserine, and the mechanism of action is a partial agonist at the glycine site of the NMDA receptor."
18765484,"The drug being evaluated is aripiprazole and we know that the mechanism of action is a partial agonist, so the answer is dopamine partial agonist."
21432752,"The drug being evaluated is aripiprazole and we know that the mechanism of action is a partial dopamine agonist, so the answer is dopamine agonist."
19512978,"The drug being evaluated is aripiprazole, and we know that it is a partial agonist at D2 and 5-HT1A receptors and a potent antagonist at 5-HT2A receptor, so the answer is partial agonist and antagonist."
24412468,The drug being evaluated is cariprazine for the treatment of schizophrenia and bipolar mania. The mechanism of action is a D3 and D2 partial agonist with preferential binding to D3 receptors.
20817153,The drug being evaluated is D-cycloserine (DCS) and the mechanism of action is a partial agonist at the N-methyl-D-aspartate receptor in the amygdala.
1679338,"The drug being evaluated is terguride, and we know that it is a partial dopamine agonist, so the answer is dopamine agonist."
16237386,"The article is examining the effects of estrogen treatment in combination with buspirone, a serotonin-1A receptor partial agonist, on prepulse inhibition (PPI) in healthy women. The mechanism of action being evaluated is the modulation of PPI by the combination of estrogen and buspirone."
20562170,"The article is not about the evaluation of a drug, but rather examining the effects of estrogen on the modulation of the 5-HT(1A) receptor partial agonist, buspirone."
10553752,The drug being evaluated is D-serine and its mechanism of action is as a full agonist at the glycine site on the N-methyl-D-aspartate (NMDA) receptor.
19387614,"The drug being evaluated is aripiprazole and we know that its mechanism of action is both as a partial agonist at dopamine D2 and D3 and serotonin 1A receptors and an antagonist at serotonin 2A receptors. The article also discusses the potential effects of genetic variants of HTR2A, which may impact the efficacy of aripiprazole."
25056368,"The drug being evaluated is Cariprazine, and we know that the mechanism of action is a partial agonist for dopamine D3 and D2 receptors with preferential binding to D3 receptors."
26730716,"The drug being evaluated is varenicline and we know that the mechanism of action is a partial nicotinic agonist, so the answer is nicotinic receptor agonist."
27807604,"The drug being evaluated is cariprazine for the treatment of schizophrenia, but the article does not provide specific information about its mechanism of action or target of the chemical reaction."
21062637,The drug being evaluated is cannabidiol (CBD) and it is a cannabinoid-1/2 (CB1/2) receptor weak partial agonist or antagonist. The article also mentions that interactions between glutamatergic and endocannabinoid systems may contribute to schizophrenia.
22048460,The drug being evaluated is varenicline and we know that the mechanism of action is a partial agonist at the α4β2 and full agonist at the α7 nicotine acetylcholine receptor.
24923986,"The drug being evaluated is yokukansan (YKS), and its mechanism of action is described as a D2 and 5HT1A partial agonist and 5HT2A and glutamate antagonist."
32297486,"The article is about a drug called brexpiprazole, which is being evaluated for its effectiveness in treating schizophrenia. The article does not provide information on the mechanism of action (target of the chemical reaction) of the drug."
21810630,"The drug being evaluated is varenicline, and its mechanism of action is both a partial agonist and antagonist of the nicotinic acetylcholine receptor subtype α4β2."
30695290,The drug being evaluated is cariprazine and we know from the article that its mechanism of action is a dopamine D₃/D₂ receptor and serotonin 5-HT1A receptor partial agonist.
21616975,"The drug being evaluated is aripiprazole and we know that the mechanism of action is a partial dopamine D2 receptor agonist, so the answer is dopamine D2 receptor agonist."
18848860,"The drug being evaluated is aripiprazole and we know that it is a dopamine partial agonist, so the answer is dopamine receptor agonist."
35012696,"The article mentions that cariprazine is a potent D3/D2 receptor partial agonist and serotonin 5-HT1A receptor partial agonist, but it does not specify whether the study is evaluating the mechanism of action or the target of the chemical reaction."
26075487,"The drug being evaluated is cariprazine and we know that the mechanism of action is a partial agonist, specifically a dopamine D3 and D2 receptor partial agonist with preferential binding to D3 receptors."
19302829,"The drug being evaluated is aripiprazole and we know that the mechanism of action is a partial agonist on the dopamine neurotransmission system, specifically for dopamine D2 and D3 receptors (DRD2 and DRD3). However, this question is asking about the target of the chemical reaction, which is not explicitly stated in the article. It is safe to assume that the target of the chemical reaction is the dopamine receptors, as aripiprazole is a partial agonist for these receptors."
21105281,The drug being evaluated is buspirone and the mechanism of action is a partial agonist at 5-HT1A receptors.
16723179,"The drug being evaluated is perospirone and we know that it has D(2)/5-HT(2A) antagonist and partial 5-HT(1A) agonist properties, so the answer is both antagonist and agonist."
22198450,"The drug being evaluated is aripiprazole, which is a partial agonist of the dopamine D2 receptor. Therefore, the mechanism of action is agonist. However, the article is mainly discussing the effect of the Taq1A polymorphism in the dopamine D2 receptor gene on the response to aripiprazole treatment in patients with schizophrenia."
16140281,"The article is discussing the interaction of two drugs, iomazenil and m-CPP, and their effects on the gamma-aminobutyric acid type A (GABA(A)) receptor complex and the serotonergic (5-HT(2A/2C)) receptor complex. So, there is no single mechanism of action that the drug being evaluated with."
15023571,"The disease being treated is schizophrenia and the mechanism of action is an antagonist, so the answer is endogenous antagonist of glycine transporter-1."
19451828,"The drug being evaluated is aripiprazole, which is a D2 receptor partial agonist, so the mechanism of action is an agonist for D2 receptors."
7541598,"There is no specific drug being evaluated in this article, so there is no mechanism of action to provide as an answer."
14609439,"The drug being evaluated is aripiprazole and we know that the mechanism of action is a partial agonist/antagonist, specifically a D2 receptor partial agonist with partial agonist activity at 5-HT1A receptors and antagonist activity at 5-HT2A receptors."
1348584,"The drug being evaluated is terguride, and we know that the mechanism of action is a partial dopamine agonist, so the answer is dopamine receptor agonist."
8102048,"The drug being evaluated is a serotonin partial agonist called m-chlorophenylpiperazine (MCPP), and the article is examining alterations in serotonin function in schizophrenia patients. So, the mechanism of action is an agonist targeting serotonin receptors."
19386475,"The drug being evaluated is perospirone, which is a second generation antipsychotic drug and a partial agonist at serotonin-5-HT(1A) receptors. The mechanism of action is an agonist at serotonin 5-HT(1A) receptors."
29619682,"The article does not explicitly mention a specific disease or condition being treated, and the mechanism of action is described as a ""multimodal dopamine (D)-serotonin (5-HT) stabilizer possessing partial agonist activity for D."""
12084415,"The drug being evaluated is D-cycloserine and we know that the mechanism of action is a partial agonist at the glycine recognition site of the NMDA receptor, so the answer is NMDA receptor partial agonist."
8944393,The article is evaluating the effects of meta-chlorophenylpiperazine (mCPP) which is a serotonin receptor partial agonist with high affinity for 5-HT1C binding sites. So the mechanism of action is a partial agonist for serotonin receptors.
10071726,The drug being evaluated is D-cycloserine and we know that the mechanism of action is a partial agonist at the glycine recognition site of the NMDA receptor.
11720694,"The drug being evaluated is ipsapirone, a 5-HT(1A) partial agonist, and the study is investigating the responsivity of 5-HT(1A) receptors in patients with schizophrenia. So the answer is 5-HT(1A) receptor agonist."
15061240,"The drugs being evaluated are glycine and D-cycloserine as potential treatments for persistent negative symptoms of schizophrenia, and their mechanism of action is NMDA agonists. The answer is NMDA agonist."
22697189,"The drug being evaluated is aripiprazole and we know that the mechanism of action is a partial agonist, so the answer is dopamine partial agonist."
9466160,"The disease being treated is neuroleptic-induced akathisia and we know that the mechanism of action for buspirone is a partial 5-HT1A agonist, while the mechanism of action for mianserin is a 5-HT2A/2C antagonist. So the answer is a partial 5-HT1A agonist and a 5-HT2A/2C antagonist."
7625475,"The drug being evaluated is D-cycloserine and we know that the mechanism of action is a partial agonist at the glycine site of the N-methyl-D-aspartate subtype of the glutamate receptor, so the answer is partial agonist at the glycine site of the NMDA receptor."
9564205,"The disease being treated is schizophrenia and we know that the mechanism of action is an agonist, so the answer is dopamine autoreceptor agonist and partial dopamine D2/D3 agonist."
15502972,"The drug being evaluated is D-cycloserine, and we know that the mechanism of action is a partial agonist at the glycine site of the N-methyl-D-aspartate receptor."
