Pub Med ID,Answers
25363835,"The drug is being evaluated as an α7 nicotinic ACh receptor agonist, so the answer is α7 nicotinic ACh receptor agonist."
27613505,"The drug being evaluated is Varenicline and we know that the mechanism of action is a nAChR partial agonist, so the answer is nAChR partial agonist."
3310672,"The disease being treated is Schizophrenia and we know that the mechanism of action is an agonist, so the answer is partial opiate agonist."
25953357,"The mechanism of action is that the drug is an antagonist, so the answer is antagonist."
21145041,"The drug being evaluated is MK-0777 and the mechanism of action is a GABA(A) α2/α3 partial agonist, so the answer is GABA(A) α2/α3 partial agonist."
24114425,"The drug being evaluated is mecamylamine and the mechanism of action is an antagonist, so the answer is nAChR antagonist."
23342824,"The drug being evaluated is Aripiprazole and the mechanism of action is a D2 and D3 receptor partial agonist, so the answer is D2 and D3 receptor partial agonist."
28252452,"The drug being evaluated is a dopamine D2 receptor partial agonist and the mechanism of action is that it is an agonist/antagonist, so the answer is dopamine D2 receptor partial agonist."
32349117,"The drug being evaluated is tropisetron and the mechanism of action is an agonist of the α7 nicotinic acetylcholine receptor, so the answer is agonist of the α7 nicotinic acetylcholine receptor."
22952075,"The disease being treated is Schizophrenia and we know that the mechanism of action is an agonist/antagonist, so the answer is α7 nAChR agonist."
26834462,"The drug is being evaluated with cariprazine, a dopamine D3-preferring D3/D2 receptor partial agonist, so the answer is dopamine D3-preferring D3/D2 receptor partial agonist."
16300872,"The disease being treated is Schizophrenia and we know that the mechanism of action is an antagonist, so the answer is antipsychotic drug."
27565651,"The disease being treated is Schizophrenia and we know that the mechanism of action is an agonist/antagonist, so the answer is receptor-specific partial agonist."
28838583,The drug being evaluated is aripiprazole and the mechanism of action is dopamine D1 receptor antagonist.
28478771,"The drug is being evaluated with cariprazine, a dopamine D3/D2 partial agonist atypical antipsychotic with preferential binding to D3 receptors."
27543252,"The drug being evaluated is varenicline and we know that the mechanism of action is an agonist/antagonist, so the answer is partial and full agonist at α4β2 and α7 nicotine acetylcholine receptors, respectively."
25981348,"The drug being evaluated is a partial dopamine receptor agonist, so the answer is dopamine receptor agonist."
27427558,"The drug being evaluated is Cariprazine and we know that the mechanism of action is a dopamine D3/D2 receptor partial agonist with preference for D3 receptors, so the answer is dopamine D3/D2 receptor partial agonist."
33138708,"The drug being evaluated is varenicline and we know that the mechanism of action is an antidepressant, so the answer is antidepressant."
24096218,"The disease being treated is Schizophrenia and we know that the mechanism of action is an antagonist, so the answer is D1 receptor antagonist."
19238124,"The drug being evaluated is Aripiprazole and the mechanism of action is a dopamine D2 receptor partial agonist, so the answer is dopamine D2 receptor partial agonist."
16810506,"The drug being evaluated is aripiprazole and the mechanism of action is a D(2) and D(3) receptor partial agonist, so the answer is D(2) and D(3) receptor partial agonist."
21723096,"The drug being evaluated is D-cycloserine and the mechanism of action is enhancement of learning, so the answer is enhancement of learning."
18765484,"The drug being evaluated is Aripiprazole and the mechanism of action is a dopamine partial agonist, so the answer is dopamine partial agonist."
21432752,"The drug being evaluated is a partial dopamine agonist and the mechanism of action is to increase dopamine levels, so the answer is dopamine agonist."
19512978,"The drug being evaluated is aripiprazole and it is a partial agonist at D2 and 5-HT1A receptors and a potent antagonist at 5-HT2A receptor, so the answer is high-affinity partial agonist at D2 and 5-HT1A receptors, and potent antagonist at 5-HT2A receptor."
24412468,"The drug being evaluated is cariprazine and the mechanism of action is a D3 and D2 partial agonist, so the answer is D3 and D2 partial agonist."
20817153,"The drug being evaluated is D-cycloserine and the mechanism of action is to increase exposure therapy outcome, so the answer is partial agonist at the N-methyl-D-aspartate receptor in the amygdala."
1679338,"The disease being treated is Schizophrenia and we know that the mechanism of action is an agonist/antagonist, so the answer is dopamine agonist."
16237386,"The mechanism of action is that the drug is being evaluated with estrogen, so the answer is estrogen."
20562170,"The disease being treated is Schizophrenia and we know that the mechanism of action is an antagonist, so the answer is D1 receptor antagonist."
10553752,"The drug being evaluated is D-serine and the mechanism of action is an agonist at the glycine site on the N-methyl-D-aspartate (NMDA) receptor, so the answer is agonist."
19387614,"The drug being evaluated is Aripiprazole and the mechanism of action is an antagonist, so the answer is antagonist."
25056368,"The drug being evaluated is Cariprazine and the mechanism of action is a dopamine D3 and D2 receptor partial agonist, so the answer is dopamine D3 and D2 receptor partial agonist."
26730716,"The drug being evaluated is varenicline and the mechanism of action is a partial nicotinic agonist, so the answer is partial nicotinic agonist."
27807604,"The drug being evaluated is cariprazine and the mechanism of action is dopamine D, so the answer is dopamine D."
21062637,"The drug being evaluated is CBD and the mechanism of action is that it is a cannabinoid-1/2 receptor weak partial agonist or antagonist, so the answer is cannabinoid-1/2 receptor weak partial agonist or antagonist."
22048460,"The drug being evaluated is varenicline and the mechanism of action is a partial agonist at the α4β2 and full agonist at the α7 nicotine acetylcholine receptor, so the answer is partial agonist at the α4β2 and full agonist at the α7 nicotine acetylcholine receptor."
24923986,"The drug being evaluated is Yokukansan and the mechanism of action is a D2 and 5HT1A partial agonist and 5HT2A and glutamate antagonist, so the answer is D2 and 5HT1A partial agonist and 5HT2A and glutamate antagonist."
32297486,"The drug being evaluated is brexpiprazole and the mechanism of action is to decrease the discontinuation rate, so the answer is antipsychotic."
21810630,"The drug being evaluated is nicotine and it is a nicotine receptor agonist, so the answer is nicotine receptor agonist."
30695290,"The drug being evaluated is Cariprazine and we know that the mechanism of action is a dopamine D₃/D₂ receptor and serotonin 5-HT1A receptor partial agonist, so the answer is dopamine D₃/D₂ receptor and serotonin 5-HT1A receptor partial agonist."
21616975,"The drug being evaluated is Aripiprazole and the mechanism of action is dopamine D2 agonist, so the answer is dopamine D2 agonist."
18848860,"The drug being evaluated is aripiprazole and the mechanism of action is that it is a dopamine partial agonist, so the answer is dopamine partial agonist."
35012696,"The drug being evaluated is cariprazine and the mechanism of action is a D, so the answer is D."
26075487,"The drug being evaluated is cariprazine and the mechanism of action is a dopamine D3 and D2 receptor partial agonist with preferential binding to D3 receptors, so the answer is dopamine D3 and D2 receptor partial agonist."
19302829,"The drug being evaluated is Aripiprazole and the mechanism of action is a partial agonist, so the answer is dopamine D2 and D3 receptor partial agonist."
21105281,"The drug being evaluated is buspirone and the mechanism of action is partial agonism at 5-HT1A receptors, so the answer is 5-HT1A receptor partial agonist."
16723179,"The drug being evaluated is perospirone and the mechanism of action is an antagonist, so the answer is antipsychotic drug."
22198450,"The drug being evaluated is a DRD2 partial agonist and the mechanism of action is to increase dopamine levels, so the answer is DRD2 partial agonist."
16140281,"The disease being treated is Schizophrenia and we know that the mechanism of action is an antagonist, so the answer is GABA(A) receptor antagonist."
15023571,"The drug being evaluated is sarcosine and the mechanism of action is an antagonist, so the answer is N-methyl-D-aspartate receptor antagonist."
19451828,"The drug being evaluated is aripiprazole and the mechanism of action is a D2 receptor partial agonist, so the answer is D2 receptor partial agonist."
7541598,"The drug being evaluated is levodopa and it is an agonist, so the answer is dopamine agonist."
14609439,The drug being evaluated is Aripiprazole and the mechanism of action is a partial agonist with partial agonist activity at 5-HT1A receptors and antagonist activity at 5-HT2A receptors.
1348584,"The disease being treated is Schizophrenia and we know that the mechanism of action is an agonist/antagonist, so the answer is partial dopamine agonist."
8102048,"The disease being treated is Schizophrenia and we know that the mechanism of action is an agonist/antagonist, so the answer is selective estrogen receptor modulator agonist/antagonist."
19386475,"The drug being evaluated is perospirone and the mechanism of action is an agonist/antagonist, so the answer is agonist/antagonist."
29619682,"The drug is being evaluated with RP5063, which is a novel multimodal dopamine (D)-serotonin (5-HT) stabilizer possessing partial agonist activity for D. The mechanism of action is unknown, but it is likely an agonist/antagonist."
12084415,"The drug being evaluated is D-cycloserine and the mechanism of action is a partial agonist at the glycine recognition site of the NMDA receptor, so the answer is NMDA receptor glycine recognition site partial agonist."
8944393,"The drug being evaluated is mCPP and the mechanism of action is a serotonin receptor partial agonist with high affinity for 5-HT1C binding sites, so the answer is serotonin receptor partial agonist."
10071726,"The disease being treated is Schizophrenia and we know that the mechanism of action is an antagonist, so the answer is D1 receptor antagonist."
11720694,"The disease being treated is Schizophrenia and we know that the mechanism of action is an agonist/antagonist, so the answer is 5-HT(1A) receptor agonist/antagonist."
15061240,"The drug being evaluated is a NMDA antagonist and the mechanism of action is to potentiate NMDA transmission, so the answer is NMDA antagonist."
22697189,"The drug being evaluated is a dopamine partial agonist and the mechanism of action is to increase dopamine levels, so the answer is dopamine partial agonist."
9466160,"The drug being evaluated is buspirone and the mechanism of action is anti-5-HT, so the answer is 5-HT1A partial agonist."
7625475,"The drug being evaluated is D-cycloserine and the mechanism of action is a partial agonist at the glycine site of the N-methyl-D-aspartate subtype of the glutamate receptor, so the answer is glutamate receptor partial agonist."
9564205,"The drug is being evaluated with a dopamine agonist, so the answer is dopamine agonist."
15502972,"The drug being evaluated is D-Cycloserine and the mechanism of action is a partial agonist at the glycine site of the N-methyl-D-aspartate receptor, so the answer is N-methyl-D-aspartate receptor partial agonist."
