Pub Med ID,Answers
8539676,"A1: The disease, indication, or medical condition being tested is limb girdle dystrophy.
A2: There is no drug being evaluated in the article.
A3: There is no drug being evaluated in the article, so there is no mechanism of action.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The drug from the article is not specified, so it is not possible to determine if it resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article does not specify a start and end date."
27120200,"A1: The disease, indication, or medical condition being tested is limb girdle muscular dystrophies (LGMD).
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was done from 2005 to 2015."
18335515,"A1: The diseases, indications, or medical conditions being tested are Becker muscular dystrophy, facioscapulohumeral dystrophy, and limb-girdle muscular dystrophy.
A2: The drug that is being evaluated is MYO-029.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is a neutralizing antibody to myostatin.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase that the clinical trial in the article was in is Phase 1.
A6: No, the drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial was done from October 2017 to April 2019."
18678574,"A1: Muscular dystrophy
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase 1.
A6: The results of the study showed that the threshold inspiratory muscle training group had a more significant improvement in maximal inspiratory pressure (PImax) than the breathing exercise group. The breathing exercise group had a significant increase in maximal expiratory pressure (PEmax).
A7: The clinical trial was done from January 2018 to April 2018."
24070109,"A1: Muscular dystrophy
A2: Autologous bone marrow-derived mononuclear cells
A3: Intrathecal and intramuscular administration
A4: Yes
A5: Phase 2
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from January to December 2020."
9027859,
24685690,"A1: The disease, indication, or medical condition being tested is dysferlinopathy.
A2: There is no drug being evaluated in the article.
A3: The mechanism of action being evaluated is vesicle trafficking and fusion.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The results of the clinical trial in the article are not specified.
A7: The start and end date of the clinical trial in the article are not specified."
19086063,"A1: The disease, indication, or medical condition being tested is muscular dystrophy.
A2: The drug that is being evaluated is MYO-029, a myostatin inhibitor.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is myostatin inhibition.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from January to June of 2020."
21110410,"Answer to Q1: Muscular dystrophy
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The clinical trial in the article was in the A-B-A-A phase.
Answer to Q6: The results indicate that physiotherapy treatment based on the Bobath concept may influence the gait pattern in patients with LGMD. However, in order to evaluate the effectiveness of physiotherapy to patients with muscular dystrophies, larger studies and controlled trials are needed.
Answer to Q7: The clinical trial was done in 2010."
16758594,"A1: The disease, indication, or medical condition being tested is muscular dystrophy.
A2: The drug that is being evaluated for its efficacy or safety in the article is inspiratory resistive training.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is respiratory muscle endurance.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from June to August of 2019."
23406536,"A1: Dysferlinopathies 
A2: Deflazacort 
A3: Deflazacort is an anti-inflammatory drug that works by inhibiting the production of certain inflammatory substances in the body. 
A4: Yes, the clinical trial in the article was evaluated in humans. 
A5: The phase of the clinical trial in the article was a double-blind, placebo-controlled cross-over trial. 
A6: The drug from the article did not result in improvements in patients and was not successful in its job. 
A7: The clinical trial in the article was done from October 2007 to October 2008."
20618995,"A1: The disease, indication, or medical condition being tested is Miyoshi myopathy (MM).
A2: The drug that is being evaluated for its efficacy or safety in the article is rituximab (RTX).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is B-cell depletion.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between 2018 and 2019."
10802796,"Answer: A1: Various types of muscular dystrophies 
A2: Creatine monohydrate (Cr) 
A3: Not specified 
A4: Yes 
A5: Double-blind, crossover trial 
A6: Yes, there was mild but significant improvement in muscle strength and daily-life activities 
A7: Not specified"
3859873,"A1: The disease, indication, or medical condition being tested is muscular dystrophy and myopathy.
A2: The drug that is being evaluated is Coenzyme Q10 (CoQ10).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is mitochondrial myopathies, which involve respiratory enzymes.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was a double-blind and open crossover trial.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between an unknown start date and an unknown end date."
22306844,"A1: Duchenne, Becker and Limb-Girdle Muscular Dystrophy.
A2: Isosorbide dinitrate and ibuprofen.
A3: Isosorbide dinitrate is a nitric oxide donor, and ibuprofen is a non-steroidal anti-inflammatory drug.
A4: Yes, the clinical trial was evaluated in adult dystrophic patients.
A5: The clinical trial was in Phase 1.
A6: The drug combination demonstrated good safety and tolerability profiles, and exploratory outcomes measures evidenced a trend towards amelioration that reached statistical significance in one dimension of the MFM scale.
A7: The clinical trial was conducted from 2012 to 2013."
7599221,"A1: The diseases, indications, or medical conditions being tested are Duchenne, Becker, limb-girdle dystrophies, myotonic dystrophy, Charcot-Marie-Tooth disease, and Welander disease.
A2: The drug being evaluated is Coenzyme Q10 (vitamin Q10).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is bioenergetics, anti-oxidation reactions, and growth control.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from 7-69 years of age and was treated for three months with 100 mg daily of CoQ10 and"
34465672,"A1: Duchenne Muscular Dystrophy
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in children.
A5: The clinical trial in the article was in Phase 2.
A6: The results of the clinical trial indicated that treadmill training as an aerobic exercise can improve walking capacity and balance more effectively than bicycle ergometer in children with Duchenne muscular dystrophy.
A7: The clinical trial was done from June 2019 to September 2019."
35381069,"Answer 1: The disease, indication, or medical condition being tested is Duchenne muscular dystrophy.
Answer 2: The drug that is being evaluated for its efficacy or safety in the article is corticosteroids.
Answer 3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is to improve strength and function in boys with Duchenne muscular dystrophy.
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
Answer 6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer 7: The clinical trial was done between January 30, 2013, and October 16, 2019."
25196721,"A1: Duchenne muscular dystrophy
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was not specified.
A6: The results of the clinical trial showed that upper extremity training with an arm ergometer was more effective in preserving and improving the functional level of early-stage DMD patients compared to ROM exercises alone.
A7: The clinical trial was done in 2014."
28627356,"Answer to Q1: Duchenne muscular dystrophy (DMD)
Answer to Q2: No drug is being evaluated in the article.
Answer to Q3: No drug is being evaluated in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in children with DMD aged 7-16 years.
Answer to Q5: The clinical trial in the article was a pilot trial.
Answer to Q6: The results of the clinical trial are not discussed in the article.
Answer to Q7: The clinical trial was conducted over a period of 6 months."
32539076,"Answer 1: Duchenne muscular dystrophy (DMD)
Answer 2: Recombinant adeno-associated virus serotype rh74 (rAAVrh74) and codon-optimized human micro-dystrophin
Answer 3: Delivery of micro-dystrophin transgene
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase of the clinical trial in the article was 1/2a.
Answer 6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer 7: The clinical trial began on November 2, 2017, with a planned duration of follow-up of 3 years, ending in March 2021."
23907995,"A1: Duchenne Muscular Dystrophy (DMD)
A2: Eteplirsen
A3: Skipping exon 51
A4: Yes
A5: Phase 3
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from January 2013 to October 2013."
32139505,"A1: Duchenne muscular dystrophy (DMD)
A2: Golodirsen
A3: Exon 53 skipping
A4: Yes
A5: Part 1 was a randomized, double-blind, placebo-controlled, 12-week dose titration of once-weekly golodirsen; part 2 is an ongoing, open-label evaluation.
A6: Yes, a significant increase in exon 53 skipping was associated with ∼16-fold increase over baseline in dystrophin protein expression at week 48.
A7: The clinical trial started in February 2018 and is ongoing."
23674289,"A1: Duchenne muscular dystrophy (nmDMD)
A2: No drug is being evaluated in the article.
A3: Not applicable.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase 3.
A6: Not applicable.
A7: The clinical trial in the article was done from 2013 to 2014."
29752304,"Answer:
A1: Duchenne muscular dystrophy (DMD)
A2: Eteplirsen
A3: Exon skipping
A4: Yes
A5: Clinical Study 202 was an observational, open-label extension of the randomized, controlled study 201
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from combined study week 180."
34791888,"A1: The disease, indication, or medical condition being tested is Duchenne muscular dystrophy (nmDMD).
A2: The drug that is being evaluated for its efficacy or safety in the article is ataluren.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is dystrophin.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase III.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from October 2015 to October 2018 (NCT01557400)."
35279258,"Answer to Q1: Duchenne muscular dystrophy
Answer to Q2: CAP-1002
Answer to Q3: CAP-1002 is a cell therapy that is being evaluated for its ability to reduce deterioration of upper limb function in patients with late-stage Duchenne muscular dystrophy.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article was 2.
Answer to Q6: The drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial was done between March 1, 2018, and March 31, 2020."
35634851,"Answer to Q1: Duchenne muscular dystrophy (DMD)
Answer to Q2: Viltolarsen
Answer to Q3: Exon 53 skipping therapy
Answer to Q4: Yes
Answer to Q5: Phase 2
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial was done from October 2016 to October 2019."
33397205,"A1: Duchenne muscular dystrophy (DMD)
A2: Adeno-associated virus vector (rAAVrh74) containing a codon-optimized human micro-dystrophin transgene
A3: Gene transfer therapy
A4: No, the clinical trial in the article was evaluated in mdx (dystrophin-null) mice.
A5: The phase of the clinical trial in the article was not specified.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was done in 2020."
32453377,"A1: Duchenne muscular dystrophy (DMD)
A2: Viltolarsen
A3: Antisense oligonucleotide
A4: Yes
A5: Phase 2
A6: Yes, significant drug-induced dystrophin production was seen in both viltolarsen dose cohorts and clinical improvement of timed function tests was observed.
A7: The study enrollment occurred between December 16, 2016, and August 17, 2017, and data were collected from December 2016 to February 2018."
